Lat,Lon,Population
37.7615277777778,-122.415138888889,0
37.76375,-122.472916666667,15.15734531944
37.7954166666667,-122.42125,9.67399144628322
37.7545833333333,-122.410416666667,19.6662911927109
37.7956944444444,-122.421527777778,9.67399144628322
37.7876388888889,-122.443194444444,11.8100982280636
37.7156944444444,-122.405972222222,13.7896317378811
37.7554166666667,-122.410416666667,19.6662911927109
37.7884722222222,-122.439027777778,13.1968900654499
37.7754166666667,-122.489861111111,6.08958189884533
37.7701388888889,-122.439305555556,24.0312012950302
37.7359722222222,-122.400694444444,3.6390381340843
37.7543055555556,-122.420694444444,10.2541513379317
37.7151388888889,-122.459305555556,12.7629584260097
37.7618055555556,-122.467638888889,13.9139693362047
37.7804166666667,-122.427638888889,36.906556962699
37.7454166666667,-122.426805555556,12.7890101132775
37.7181944444444,-122.435416666667,11.3368466842357
37.7954166666667,-122.419305555556,14.4690479001491
37.7743055555556,-122.490694444444,6.08958189884533
37.7804166666667,-122.427083333333,36.906556962699
37.7884722222222,-122.439305555556,13.1968900654499
37.7456944444444,-122.425138888889,12.7890101132775
37.7270833333333,-122.41875,8.11944253179377
37.7954166666667,-122.419861111111,14.4690479001491
37.7820833333333,-122.459027777778,10.3673873649763
37.7645833333333,-122.47375,12.4379890023641
37.7681944444444,-122.408194444444,2.09696346378971
37.7701388888889,-122.414861111111,23.9557106103337
37.7351388888889,-122.401527777778,3.6390381340843
37.7376388888889,-122.40125,3.6390381340843
37.7779166666667,-122.443194444444,17.3796331878891
37.7695833333333,-122.41625,0
37.7779166666667,-122.439027777778,31.9217752430617
37.7881944444444,-122.434861111111,5.47307464049115
37.7379166666667,-122.412083333333,11.9526917436014
37.77625,-122.490138888889,0.287583560748303
37.77875,-122.491527777778,0.287583560748303
37.7159722222222,-122.441527777778,34.1385651904965
37.7926388888889,-122.434027777778,13.1689305525994
37.7484722222222,-122.409861111111,19.4262695285479
37.7756944444444,-122.504583333333,13.4625054375299
37.7554166666667,-122.49125,15.3497725549407
37.7954166666667,-122.444027777778,13.4625054375299
37.7823611111111,-122.403472222222,130.976337948306
37.7543055555556,-122.47375,7.16421399864156
37.79125,-122.413472222222,21.7294755165409
37.8054166666667,-122.451805555556,0
37.7804166666667,-122.405416666667,16.7757077103177
37.7304166666667,-122.394583333333,16.4066421406907
37.7629166666667,-122.457916666667,4.13292435408736
37.7504166666667,-122.468194444444,7.83665203039125
37.7873611111111,-122.446805555556,6.19410746227115
